NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: Balboa Pier, Newport Beach 
State: CA 
Stationid: 9410583
ReferencedToStationName: Los Angeles
ReferencedToStationId: 9410660
HeightOffsetLow: * 0.96
HeightOffsetHigh: * 0.96
TimeOffsetLow: 0
TimeOffsetHigh: -9
Prediction Type: Subordinate
From: 20230101 01:12 - 20231231 18:49
Units: Feet and Centimeters
Time Zone: GMT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time	Pred(Ft)	Pred(cm)	High/Low
2023/01/01	Sun	01:12	3.08		94			H
2023/01/01	Sun	06:23	1.61		49			L
2023/01/01	Sun	12:59	5.34		163			H
2023/01/01	Sun	20:29	0.30		9			L
2023/01/02	Mon	02:34	3.12		95			H
2023/01/02	Mon	07:13	1.98		60			L
2023/01/02	Mon	13:40	5.54		169			H
2023/01/02	Mon	21:16	-0.18		-5			L
2023/01/03	Tue	03:37	3.23		98			H
2023/01/03	Tue	08:00	2.22		68			L
2023/01/03	Tue	14:17	5.66		173			H
2023/01/03	Tue	21:55	-0.50		-15			L
2023/01/04	Wed	04:26	3.34		102			H
2023/01/04	Wed	08:42	2.35		72			L
2023/01/04	Wed	14:52	5.74		175			H
2023/01/04	Wed	22:31	-0.68		-21			L
2023/01/05	Thu	05:04	3.41		104			H
2023/01/05	Thu	09:20	2.40		73			L
2023/01/05	Thu	15:26	5.78		176			H
2023/01/05	Thu	23:03	-0.75		-23			L
2023/01/06	Fri	05:37	3.44		105			H
2023/01/06	Fri	09:55	2.38		73			L
2023/01/06	Fri	15:59	5.78		176			H
2023/01/06	Fri	23:35	-0.73		-22			L
2023/01/07	Sat	06:07	3.45		105			H
2023/01/07	Sat	10:28	2.35		72			L
2023/01/07	Sat	16:32	5.73		175			H
2023/01/08	Sun	00:06	-0.66		-20			L
2023/01/08	Sun	06:38	3.44		105			H
2023/01/08	Sun	11:02	2.33		71			L
2023/01/08	Sun	17:05	5.60		171			H
2023/01/09	Mon	00:37	-0.53		-16			L
2023/01/09	Mon	07:09	3.45		105			H
2023/01/09	Mon	11:37	2.35		72			L
2023/01/09	Mon	17:38	5.39		164			H
2023/01/10	Tue	01:08	-0.33		-10			L
2023/01/10	Tue	07:43	3.48		106			H
2023/01/10	Tue	12:17	2.39		73			L
2023/01/10	Tue	18:11	5.06		154			H
2023/01/11	Wed	01:38	-0.08		-2			L
2023/01/11	Wed	08:18	3.55		108			H
2023/01/11	Wed	13:03	2.45		75			L
2023/01/11	Wed	18:46	4.62		141			H
2023/01/12	Thu	02:09	0.25		8			L
2023/01/12	Thu	08:55	3.67		112			H
2023/01/12	Thu	14:03	2.48		76			L
2023/01/12	Thu	19:27	4.08		124			H
2023/01/13	Fri	02:39	0.63		19			L
2023/01/13	Fri	09:34	3.85		117			H
2023/01/13	Fri	15:23	2.38		73			L
2023/01/13	Fri	20:22	3.46		105			H
2023/01/14	Sat	03:12	1.05		32			L
2023/01/14	Sat	10:16	4.10		125			H
2023/01/14	Sat	17:03	2.04		62			L
2023/01/14	Sat	21:50	2.88		88			H
2023/01/15	Sun	03:50	1.49		45			L
2023/01/15	Sun	11:01	4.43		135			H
2023/01/15	Sun	18:35	1.42		43			L
2023/01/15	Sun	23:58	2.58		79			H
2023/01/16	Mon	04:41	1.89		58			L
2023/01/16	Mon	11:50	4.83		147			H
2023/01/16	Mon	19:40	0.65		20			L
2023/01/17	Tue	01:50	2.69		82			H
2023/01/17	Tue	05:48	2.19		67			L
2023/01/17	Tue	12:40	5.29		161			H
2023/01/17	Tue	20:32	-0.14		-4			L
2023/01/18	Wed	03:00	2.98		91			H
2023/01/18	Wed	06:57	2.32		71			L
2023/01/18	Wed	13:31	5.78		176			H
2023/01/18	Wed	21:17	-0.85		-26			L
2023/01/19	Thu	03:49	3.27		100			H
2023/01/19	Thu	08:00	2.27		69			L
2023/01/19	Thu	14:21	6.26		191			H
2023/01/19	Thu	22:01	-1.42		-43			L
2023/01/20	Fri	04:30	3.53		108			H
2023/01/20	Fri	08:56	2.10		64			L
2023/01/20	Fri	15:10	6.64		202			H
2023/01/20	Fri	22:44	-1.79		-55			L
2023/01/21	Sat	05:08	3.75		114			H
2023/01/21	Sat	09:48	1.88		57			L
2023/01/21	Sat	15:58	6.84		208			H
2023/01/21	Sat	23:26	-1.93		-59			L
2023/01/22	Sun	05:47	3.94		120			H
2023/01/22	Sun	10:39	1.66		51			L
2023/01/22	Sun	16:46	6.81		208			H
2023/01/23	Mon	00:07	-1.83		-56			L
2023/01/23	Mon	06:27	4.11		125			H
2023/01/23	Mon	11:31	1.51		46			L
2023/01/23	Mon	17:34	6.49		198			H
2023/01/24	Tue	00:48	-1.50		-46			L
2023/01/24	Tue	07:08	4.28		130			H
2023/01/24	Tue	12:26	1.45		44			L
2023/01/24	Tue	18:22	5.89		180			H
2023/01/25	Wed	01:28	-0.98		-30			L
2023/01/25	Wed	07:50	4.42		135			H
2023/01/25	Wed	13:26	1.46		45			L
2023/01/25	Wed	19:14	5.08		155			H
2023/01/26	Thu	02:08	-0.32		-10			L
2023/01/26	Thu	08:35	4.55		139			H
2023/01/26	Thu	14:36	1.49		45			L
2023/01/26	Thu	20:12	4.16		127			H
2023/01/27	Fri	02:48	0.42		13			L
2023/01/27	Fri	09:24	4.64		141			H
2023/01/27	Fri	16:02	1.42		43			L
2023/01/27	Fri	21:28	3.28		100			H
2023/01/28	Sat	03:31	1.15		35			L
2023/01/28	Sat	10:18	4.71		144			H
2023/01/28	Sat	17:42	1.15		35			L
2023/01/28	Sat	23:24	2.71		83			H
2023/01/29	Sun	04:21	1.81		55			L
2023/01/29	Sun	11:17	4.77		145			H
2023/01/29	Sun	19:14	0.67		20			L
2023/01/30	Mon	01:43	2.70		82			H
2023/01/30	Mon	05:31	2.30		70			L
2023/01/30	Mon	12:18	4.86		148			H
2023/01/30	Mon	20:20	0.17		5			L
2023/01/31	Tue	03:10	2.98		91			H
2023/01/31	Tue	06:52	2.55		78			L
2023/01/31	Tue	13:14	4.99		152			H
2023/01/31	Tue	21:08	-0.22		-7			L
2023/02/01	Wed	03:57	3.23		98			H
2023/02/01	Wed	07:58	2.57		78			L
2023/02/01	Wed	14:02	5.15		157			H
2023/02/01	Wed	21:47	-0.48		-15			L
2023/02/02	Thu	04:28	3.39		103			H
2023/02/02	Thu	08:46	2.45		75			L
2023/02/02	Thu	14:44	5.32		162			H
2023/02/02	Thu	22:19	-0.64		-20			L
2023/02/03	Fri	04:53	3.49		106			H
2023/02/03	Fri	09:24	2.27		69			L
2023/02/03	Fri	15:20	5.46		166			H
2023/02/03	Fri	22:48	-0.72		-22			L
2023/02/04	Sat	05:14	3.56		109			H
2023/02/04	Sat	09:57	2.07		63			L
2023/02/04	Sat	15:53	5.57		170			H
2023/02/04	Sat	23:15	-0.73		-22			L
2023/02/05	Sun	05:36	3.63		111			H
2023/02/05	Sun	10:28	1.90		58			L
